	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	gi	file_name	Sample	bg in mM	[Buffer] in mM	Monovalent Ion	Concentration	Concentration Unit	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
475	28	0.8 mM NaCl	400.0	21.0	90.0	2	Heating	476	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
476	29	0.08 mM NaCl	400.0	90.0	21.0	1	Cooling	477	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
477	30	0.08 mM NaCl	400.0	21.0	90.0	1	Heating	478	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
478	31	0.08 mM NaCl	400.0	90.0	21.0	2	Cooling	479	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
479	32	0.08 mM NaCl	400.0	21.0	90.0	2	Heating	480	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
480	1	10 mM EDTA	260.0	90.0	21.0	1	Cooling	481	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
481	2	10 mM EDTA	260.0	21.0	90.0	1	Heating	482	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
482	3	10 mM EDTA	260.0	90.0	21.0	2	Cooling	483	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
483	4	10 mM EDTA	260.0	21.0	90.0	2	Heating	484	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
484	5	5 mM EDTA	260.0	90.0	21.0	1	Cooling	485	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
485	6	5 mM EDTA	260.0	21.0	90.0	1	Heating	486	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
486	7	5 mM EDTA	260.0	90.0	21.0	2	Cooling	487	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
487	8	5 mM EDTA	260.0	21.0	90.0	2	Heating	488	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
488	9	1 mM EDTA	260.0	90.0	21.0	1	Cooling	489	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
489	10	1 mM EDTA	260.0	21.0	90.0	1	Heating	490	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
490	11	1 mM EDTA	260.0	90.0	21.0	2	Cooling	491	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
491	12	1 mM EDTA	260.0	21.0	90.0	2	Heating	492	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
492	13	0 mM EDTA	260.0	90.0	21.0	1	Cooling	493	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
493	14	0 mM EDTA	260.0	21.0	90.0	1	Heating	494	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
494	15	0 mM EDTA	260.0	90.0	21.0	2	Cooling	495	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
495	16	0 mM EDTA	260.0	21.0	90.0	2	Heating	496	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
496	17	10 mM EDTA	400.0	90.0	21.0	1	Cooling	497	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
497	18	10 mM EDTA	400.0	21.0	90.0	1	Heating	498	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
498	19	10 mM EDTA	400.0	90.0	21.0	2	Cooling	499	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
499	20	10 mM EDTA	400.0	21.0	90.0	2	Heating	500	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
500	21	5 mM EDTA	400.0	90.0	21.0	1	Cooling	501	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
501	22	5 mM EDTA	400.0	21.0	90.0	1	Heating	502	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
502	23	5 mM EDTA	400.0	90.0	21.0	2	Cooling	503	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
503	24	5 mM EDTA	400.0	21.0	90.0	2	Heating	504	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
504	25	1 mM EDTA	400.0	90.0	21.0	1	Cooling	505	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
505	26	1 mM EDTA	400.0	21.0	90.0	1	Heating	506	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
506	27	1 mM EDTA	400.0	90.0	21.0	2	Cooling	507	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
507	28	1 mM EDTA	400.0	21.0	90.0	2	Heating	508	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
508	29	0 mM EDTA	400.0	90.0	21.0	1	Cooling	509	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
509	30	0 mM EDTA	400.0	21.0	90.0	1	Heating	510	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
510	31	0 mM EDTA	400.0	90.0	21.0	2	Cooling	511	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
511	32	0 mM EDTA	400.0	21.0	90.0	2	Heating	512	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM																	
512	1	1 mM EDTA1	260.0	90.0	21.0	1	Cooling	513	2023-11-09_RNA_melting_H2O.csv																							
513	2	1 mM EDTA1	260.0	21.0	90.0	1	Heating	514	2023-11-09_RNA_melting_H2O.csv																							
514	3	1 mM EDTA1	260.0	90.0	21.0	2	Cooling	515	2023-11-09_RNA_melting_H2O.csv																							
515	4	1 mM EDTA1	260.0	21.0	90.0	2	Heating	516	2023-11-09_RNA_melting_H2O.csv																							
516	5	1 mM EDTA2	260.0	90.0	21.0	1	Cooling	517	2023-11-09_RNA_melting_H2O.csv																							
517	6	1 mM EDTA2	260.0	21.0	90.0	1	Heating	518	2023-11-09_RNA_melting_H2O.csv																							
518	7	1 mM EDTA2	260.0	90.0	21.0	2	Cooling	519	2023-11-09_RNA_melting_H2O.csv																							
519	8	1 mM EDTA2	260.0	21.0	90.0	2	Heating	520	2023-11-09_RNA_melting_H2O.csv																							
520	9	0 mM EDTA1	260.0	90.0	21.0	1	Cooling	521	2023-11-09_RNA_melting_H2O.csv																							
521	10	0 mM EDTA1	260.0	21.0	90.0	1	Heating	522	2023-11-09_RNA_melting_H2O.csv																							
522	11	0 mM EDTA1	260.0	90.0	21.0	2	Cooling	523	2023-11-09_RNA_melting_H2O.csv																							
523	12	0 mM EDTA1	260.0	21.0	90.0	2	Heating	524	2023-11-09_RNA_melting_H2O.csv																							
524	13	0 mM EDTA2	260.0	90.0	21.0	1	Cooling	525	2023-11-09_RNA_melting_H2O.csv																							
525	14	0 mM EDTA2	260.0	21.0	90.0	1	Heating	526	2023-11-09_RNA_melting_H2O.csv																							
526	15	0 mM EDTA2	260.0	90.0	21.0	2	Cooling	527	2023-11-09_RNA_melting_H2O.csv																							
527	16	0 mM EDTA2	260.0	21.0	90.0	2	Heating	528	2023-11-09_RNA_melting_H2O.csv																							
528	17	1 mM EDTA1	400.0	90.0	21.0	1	Cooling	529	2023-11-09_RNA_melting_H2O.csv																							
529	18	1 mM EDTA1	400.0	21.0	90.0	1	Heating	530	2023-11-09_RNA_melting_H2O.csv																							
530	19	1 mM EDTA1	400.0	90.0	21.0	2	Cooling	531	2023-11-09_RNA_melting_H2O.csv																							
531	20	1 mM EDTA1	400.0	21.0	90.0	2	Heating	532	2023-11-09_RNA_melting_H2O.csv																							
532	21	1 mM EDTA2	400.0	90.0	21.0	1	Cooling	533	2023-11-09_RNA_melting_H2O.csv																							
533	22	1 mM EDTA2	400.0	21.0	90.0	1	Heating	534	2023-11-09_RNA_melting_H2O.csv																							
534	23	1 mM EDTA2	400.0	90.0	21.0	2	Cooling	535	2023-11-09_RNA_melting_H2O.csv																							
535	24	1 mM EDTA2	400.0	21.0	90.0	2	Heating	536	2023-11-09_RNA_melting_H2O.csv																							
536	25	0 mM EDTA1	400.0	90.0	21.0	1	Cooling	537	2023-11-09_RNA_melting_H2O.csv																							
537	26	0 mM EDTA1	400.0	21.0	90.0	1	Heating	538	2023-11-09_RNA_melting_H2O.csv																							
538	27	0 mM EDTA1	400.0	90.0	21.0	2	Cooling	539	2023-11-09_RNA_melting_H2O.csv																							
539	28	0 mM EDTA1	400.0	21.0	90.0	2	Heating	540	2023-11-09_RNA_melting_H2O.csv																							
540	29	0 mM EDTA2	400.0	90.0	21.0	1	Cooling	541	2023-11-09_RNA_melting_H2O.csv																							
541	30	0 mM EDTA2	400.0	21.0	90.0	1	Heating	542	2023-11-09_RNA_melting_H2O.csv																							
542	31	0 mM EDTA2	400.0	90.0	21.0	2	Cooling	543	2023-11-09_RNA_melting_H2O.csv																							
543	32	0 mM EDTA2	400.0	21.0	90.0	2	Heating	544	2023-11-09_RNA_melting_H2O.csv																							
544	1	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	545	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
545	2	10 mM MgCl2	260.0	21.0	90.0	1	Heating	546	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
546	3	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	547	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
547	4	10 mM MgCl2	260.0	21.0	90.0	2	Heating	548	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
548	5	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	549	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
549	6	5 mM MgCl2	260.0	21.0	90.0	1	Heating	550	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
550	7	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	551	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
551	8	5 mM MgCl2	260.0	21.0	90.0	2	Heating	552	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
552	9	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	553	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
553	10	1 mM MgCl2	260.0	21.0	90.0	1	Heating	554	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
554	11	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	555	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
555	12	1 mM MgCl2	260.0	21.0	90.0	2	Heating	556	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
556	13	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	557	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
557	14	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	558	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
558	15	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	559	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
559	16	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	560	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
560	17	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	561	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
561	18	10 mM MgCl2	400.0	21.0	90.0	1	Heating	562	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
562	19	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	563	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
563	20	10 mM MgCl2	400.0	21.0	90.0	2	Heating	564	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
564	21	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	565	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
565	22	5 mM MgCl2	400.0	21.0	90.0	1	Heating	566	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
566	23	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	567	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
567	24	5 mM MgCl2	400.0	21.0	90.0	2	Heating	568	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
568	25	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	569	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
569	26	1 mM MgCl2	400.0	21.0	90.0	1	Heating	570	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
570	27	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	571	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
571	28	1 mM MgCl2	400.0	21.0	90.0	2	Heating	572	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
572	29	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	573	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
573	30	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	574	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
574	31	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	575	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
575	32	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	576	2023-11-09_RNA_melting_MgCl2_KCl.csv																							
576	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	577	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
577	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	578	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
578	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	579	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
579	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	580	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
580	5	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	581	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
581	6	50 mM MgCl2	260.0	21.0	90.0	1	Heating	582	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
582	7	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	583	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
583	8	50 mM MgCl2	260.0	21.0	90.0	2	Heating	584	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
584	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	585	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
585	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	586	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
586	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	587	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
587	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	588	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
588	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	589	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
589	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	590	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
590	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	591	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
591	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	592	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
592	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	593	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
593	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating	594	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
594	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	595	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
595	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating	596	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
596	21	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	597	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
597	22	50 mM MgCl2	400.0	21.0	90.0	1	Heating	598	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
598	23	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	599	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
599	24	50 mM MgCl2	400.0	21.0	90.0	2	Heating	600	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
600	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	601	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
601	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	602	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
602	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	603	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
603	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	604	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
604	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	605	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
605	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	606	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
606	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	607	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
607	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	608	2023-11-10_RNA_melting_MgCl2_KCl.csv																							
608	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	609	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
609	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	610	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
610	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	611	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
611	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	612	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
612	5	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	613	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
613	6	50 mM MgCl2	260.0	21.0	90.0	1	Heating	614	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
614	7	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	615	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
615	8	50 mM MgCl2	260.0	21.0	90.0	2	Heating	616	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
616	9	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	617	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
617	10	25 mM MgCl2	260.0	21.0	90.0	1	Heating	618	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
618	11	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	619	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
619	12	25 mM MgCl2	260.0	21.0	90.0	2	Heating	620	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
620	13	10 mM MgCl2	260.0	90.0	21.0	1	Cooling	621	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
621	14	10 mM MgCl2	260.0	21.0	90.0	1	Heating	622	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
622	15	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	623	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
623	16	10 mM MgCl2	260.0	21.0	90.0	2	Heating	624	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
624	17	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	625	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
625	18	500 mM MgCl2	400.0	21.0	90.0	1	Heating	626	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
626	19	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	627	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
627	20	500 mM MgCl2	400.0	21.0	90.0	2	Heating	628	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
628	21	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	629	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
629	22	50 mM MgCl2	400.0	21.0	90.0	1	Heating	630	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
630	23	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	631	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
631	24	50 mM MgCl2	400.0	21.0	90.0	2	Heating	632	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
632	25	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	633	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
633	26	25 mM MgCl2	400.0	21.0	90.0	1	Heating	634	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
634	27	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	635	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
635	28	25 mM MgCl2	400.0	21.0	90.0	2	Heating	636	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
636	29	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	637	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
637	30	10 mM MgCl2	400.0	21.0	90.0	1	Heating	638	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
638	31	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	639	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
639	32	10 mM MgCl2	400.0	21.0	90.0	2	Heating	640	2023-11-15_RNA_melting_MgCl2_KCl.csv																							
640	1	10_mM_MgCl2	260.0	90.0	21.0	1	Cooling	641	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
641	2	10 mM MgCl2	260.0	21.0	90.0	1	Heating	642	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
642	3	10 mM MgCl2	260.0	90.0	21.0	2	Cooling	643	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
643	4	10 mM MgCl2	260.0	21.0	90.0	2	Heating	644	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
644	5	5 mM MgCl2	260.0	90.0	21.0	1	Cooling	645	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
645	6	5 mM MgCl2	260.0	21.0	90.0	1	Heating	646	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
646	7	5 mM MgCl2	260.0	90.0	21.0	2	Cooling	647	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
647	8	5 mM MgCl2	260.0	21.0	90.0	2	Heating	648	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
648	9	1 mM MgCl2	260.0	90.0	21.0	1	Cooling	649	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
649	10	1 mM MgCl2	260.0	21.0	90.0	1	Heating	650	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
650	11	1 mM MgCl2	260.0	90.0	21.0	2	Cooling	651	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
651	12	1 mM MgCl2	260.0	21.0	90.0	2	Heating	652	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
652	13	0.1 mM MgCl2	260.0	90.0	21.0	1	Cooling	653	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
653	14	0.1 mM MgCl2	260.0	21.0	90.0	1	Heating	654	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
654	15	0.1 mM MgCl2	260.0	90.0	21.0	2	Cooling	655	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
655	16	0.1 mM MgCl2	260.0	21.0	90.0	2	Heating	656	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
656	17	10 mM MgCl2	400.0	90.0	21.0	1	Cooling	657	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
657	18	10 mM MgCl2	400.0	21.0	90.0	1	Heating	658	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
658	19	10 mM MgCl2	400.0	90.0	21.0	2	Cooling	659	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
659	20	10 mM MgCl2	400.0	21.0	90.0	2	Heating	660	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
660	21	5 mM MgCl2	400.0	90.0	21.0	1	Cooling	661	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
661	22	5 mM MgCl2	400.0	21.0	90.0	1	Heating	662	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
662	23	5 mM MgCl2	400.0	90.0	21.0	2	Cooling	663	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
663	24	5 mM MgCl2	400.0	21.0	90.0	2	Heating	664	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
664	25	1 mM MgCl2	400.0	90.0	21.0	1	Cooling	665	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
665	26	1 mM MgCl2	400.0	21.0	90.0	1	Heating	666	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
666	27	1 mM MgCl2	400.0	90.0	21.0	2	Cooling	667	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
667	28	1 mM MgCl2	400.0	21.0	90.0	2	Heating	668	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
668	29	0.1 mM MgCl2	400.0	90.0	21.0	1	Cooling	669	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
669	30	0.1 mM MgCl2	400.0	21.0	90.0	1	Heating	670	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
670	31	0.1 mM MgCl2	400.0	90.0	21.0	2	Cooling	671	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
671	32	0.1 mM MgCl2	400.0	21.0	90.0	2	Heating	672	2023-11-17_RNA_melting_MgCl2_NaCl.csv																							
672	1	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	673	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
673	2	500 mM MgCl2	260.0	21.0	90.0	1	Heating	674	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
674	3	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	675	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
675	4	500 mM MgCl2	260.0	21.0	90.0	2	Heating	676	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
676	5	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	677	2023-11-20_RNA_melting_MgCl2_NaCl.csv																							
